0	1050
1	229
2	229
3	467
4	1228
5	229
6	94
7	7
8	971
8	1620
9	63
10	1056
10	1514
10	1530
10	1701
11	935
12	1877
13	330
14	490
14	504
14	537
14	1056
14	1375
14	1400
14	1651
14	1912
15	731
15	806
15	1133
15	1186
16	394
16	504
16	1400
16	1804
17	1022
18	135
19	370
19	627
19	1645
19	1657
20	370
20	627
20	1225
21	1606
22	420
22	1282
22	1637
23	267
23	813
24	594
25	1347
26	123
26	388
27	1076
28	617
29	29
30	30
30	31
30	82
30	372
30	488
30	553
30	596
30	707
30	748
30	866
30	1051
30	1057
30	1096
30	1103
30	1352
30	1377
30	1443
30	1498
30	1646
30	1660
30	1674
30	1741
30	1876
30	1987
30	2001
31	31
31	1051
32	140
32	203
33	33
33	688
33	1987
34	577
35	359
36	36
37	520
38	889
39	1221
40	1024
41	515
41	1883
42	514
42	1017
43	752
43	1856
44	382
44	511
44	1292
44	1356
44	1572
44	1910
44	1954
45	1558
46	220
46	823
46	1406
47	47
47	1611
47	2006
48	1609
49	669
49	1114
49	1186
50	1131
51	574
52	71
52	371
53	2016
54	1640
55	203
55	854
56	995
56	1244
57	357
58	1560
59	310
59	650
59	1356
59	1629
60	1775
61	1721
62	372
64	64
65	942
65	1648
65	1683
65	1727
66	304
67	817
68	514
68	1017
68	1431
68	1892
69	1441
70	1649
71	634
71	1074
71	1651
72	785
72	1415
72	1762
73	1465
74	74
74	477
74	1158
75	75
76	1012
76	1017
77	1338
78	826
78	969
79	1983
80	183
81	295
82	594
83	344
84	1411
84	1974
85	658
86	186
86	414
86	571
86	683
86	739
86	871
86	1024
86	1034
86	1046
86	1907
87	87
87	620
87	743
87	1423
88	88
88	161
88	330
88	1447
88	1637
89	839
89	1217
89	1474
90	90
90	161
90	965
90	1025
90	1356
90	1637
90	1668
90	1888
91	424
91	1115
92	528
93	1345
93	1750
95	1400
96	860
96	871
96	987
96	1145
96	1494
96	1918
97	492
97	520
97	697
97	919
98	194
98	480
98	815
99	708
100	1339
100	1888
101	843
102	1400
103	357
104	104
104	1461
104	1555
105	1017
106	106
107	714
108	296
108	736
109	229
109	1789
110	119
110	156
110	297
110	604
110	801
110	1990
111	111
111	1447
111	1488
111	1637
112	471
112	702
113	1729
113	1804
114	788
115	115
116	641
117	594
118	1931
120	1892
121	121
121	1356
122	281
122	310
122	777
124	124
124	1376
124	1447
124	1637
124	1888
125	611
125	1400
126	161
126	1279
127	1694
128	490
128	1225
128	1299
128	1514
129	1299
130	575
130	716
130	800
130	1359
131	1497
131	1997
132	1271
132	1953
133	749
134	710
135	1072
136	1431
137	1017
137	1984
138	304
138	1923
139	1420
140	942
140	1400
140	1524
140	1911
141	1190
141	1375
142	233
143	528
144	1305
145	145
145	161
145	380
145	511
145	713
145	975
145	1180
145	1356
145	1565
145	1599
145	1668
146	241
146	355
147	358
148	1906
149	514
149	1012
149	1017
150	150
151	1017
152	223
152	1299
152	1375
153	532
154	1201
155	528
156	156
156	1356
156	1637
157	1511
158	510
158	1235
159	985
160	427
160	620
160	838
160	1483
160	1606
161	178
161	193
161	344
161	372
161	434
161	595
161	654
161	684
161	794
161	862
161	876
161	906
161	917
161	918
161	919
161	973
161	1068
161	1084
161	1088
161	1198
161	1249
161	1293
161	1339
161	1406
161	1439
161	1477
161	1506
161	1592
161	1654
161	1747
161	1776
161	1780
161	1809
161	1833
161	1883
161	1887
161	1890
161	1987
162	1861
163	435
163	599
163	983
163	1224
163	1400
163	1549
163	1593
163	1901
163	1944
164	310
164	488
165	1342
165	1552
166	594
167	381
168	1786
169	295
169	1667
170	329
170	1435
171	859
172	1904
173	401
174	436
174	437
175	436
175	528
175	634
176	1892
177	1228
178	178
178	212
178	817
178	896
178	1166
178	1356
178	1441
178	1637
178	1668
178	1737
178	1739
178	1753
178	1888
179	569
180	344
180	1380
180	1400
181	1186
181	1726
182	1518
183	183
183	530
183	1460
183	1637
184	711
185	1628
186	683
186	739
187	298
187	389
187	971
187	1081
187	1621
187	1763
188	741
188	1819
189	1400
190	515
190	908
190	1883
191	344
192	192
193	278
193	301
193	1234
193	1501
193	1876
194	480
194	611
194	1547
195	1628
196	196
196	1356
197	557
197	988
197	1159
198	514
199	238
200	1499
201	1655
202	1727
204	920
205	723
206	1853
207	238
208	632
209	667
209	1821
210	821
211	486
211	1073
212	896
212	1190
213	487
213	1745
213	1997
214	1441
215	691
215	1789
216	1789
217	1012
217	1017
217	1613
218	817
218	1266
219	1637
220	289
220	306
220	1059
221	575
221	1756
222	223
222	504
223	223
223	262
223	354
223	501
223	595
223	606
223	620
223	733
223	822
223	996
223	1055
223	1218
223	1225
223	1235
223	1356
223	1671
223	1712
223	1826
223	1831
224	1242
225	1833
226	474
227	1608
228	228
229	422
229	564
229	757
229	790
229	816
229	927
229	1020
229	1043
229	1063
229	1493
229	1520
229	1633
229	1879
229	1942
229	1948
229	1962
230	286
230	1501
231	598
231	722
231	1283
232	939
232	1441
233	396
234	548
235	393
235	670
235	894
235	932
235	1001
235	1037
235	1855
236	528
236	609
236	1125
236	1510
237	1017
237	1847
238	299
238	548
238	673
238	798
238	1048
238	1165
238	1699
238	1752
239	389
240	1946
242	342
243	1872
244	1386
245	789
246	830
247	528
248	1534
249	1034
249	1293
249	1883
250	476
250	1905
251	528
252	805
252	845
252	1288
252	1488
252	1525
253	736
254	1334
254	1392
254	1545
254	1695
255	404
255	563
255	638
255	864
255	1629
256	1431
257	610
258	1293
259	842
259	1374
259	1977
260	260
260	528
260	589
260	713
260	1215
261	1432
261	1522
262	262
262	425
262	1369
262	1421
262	1574
262	1958
263	1156
263	1228
263	1519
264	1191
265	541
266	788
267	279
267	449
267	529
267	533
267	570
267	623
267	723
267	770
267	835
267	871
267	900
267	925
267	944
267	971
267	999
267	1069
267	1199
267	1247
267	1360
267	1462
267	1625
267	1639
267	1703
267	1711
267	1737
267	1740
267	1801
267	1973
268	1950
269	1714
270	1441
271	718
271	1585
272	1154
272	1773
273	823
274	1027
275	378
275	1238
276	1483
277	1359
278	372
278	1498
280	876
281	310
281	650
281	709
281	1495
281	1629
282	391
283	1148
283	1354
283	1374
284	1347
284	1744
285	1228
287	920
287	1480
287	1961
288	1335
289	723
290	290
290	367
290	1356
291	1178
292	1125
293	1286
294	1223
295	1665
296	635
296	679
296	730
296	993
296	1543
297	1901
299	544
299	830
299	1750
300	1782
301	372
301	689
301	1592
302	765
302	1148
303	584
303	1676
305	594
307	1228
308	1480
308	1961
309	515
309	989
309	1320
309	1883
310	650
310	1560
311	986
311	1325
312	780
312	1862
312	1901
313	610
314	407
315	528
315	905
315	1315
315	1618
316	1258
317	750
318	527
318	1892
319	1403
319	1963
320	1479
321	920
322	686
323	363
324	587
325	610
325	740
325	827
325	1068
325	1241
325	1741
325	1848
325	1987
325	2013
326	1266
327	327
327	1637
328	1995
330	392
330	401
330	441
330	532
330	723
330	863
330	945
330	1186
330	1225
330	1289
330	1293
330	1400
330	1439
330	1686
330	1730
330	1841
330	1847
330	1866
330	1883
330	1888
330	1901
330	1944
331	331
331	1146
332	1349
333	1228
334	360
335	594
336	1125
337	520
337	1992
338	457
338	693
338	803
338	1226
339	371
340	340
340	1686
341	1400
342	377
343	644
344	344
344	1356
345	583
345	803
346	723
346	1195
346	1391
347	347
347	361
348	504
348	989
349	349
350	350
350	1356
351	1400
352	1653
353	1979
355	384
355	1225
356	638
358	1448
359	572
360	600
362	872
362	996
362	1050
363	1267
364	716
364	728
364	740
365	1400
366	1972
368	1322
369	700
370	697
370	745
371	1203
371	1316
371	1591
371	1948
372	372
372	514
372	603
372	829
372	846
372	914
372	1054
372	1149
372	1295
372	1390
372	1431
372	1466
372	1478
372	1501
372	1637
372	1638
372	1641
372	1674
372	1781
372	1876
372	1892
372	1893
372	1894
372	1907
372	1934
372	2008
373	594
374	926
375	1497
376	850
378	797
379	1195
381	1037
382	1726
383	1441
383	1735
385	1325
386	386
386	636
386	873
386	941
386	1088
386	1130
386	1874
387	1204
387	1400
388	995
388	1698
389	723
389	852
389	936
389	998
389	1506
390	1388
391	463
391	1441
392	528
392	671
392	1151
392	1604
394	828
395	1400
397	1403
397	1424
397	1468
398	398
398	504
398	528
398	1727
399	1486
399	1487
400	400
400	528
400	959
400	1242
400	1424
400	1637
400	1981
401	504
401	1400
402	1979
403	1231
403	1479
